name,last_modified,isVersionOf
Centre d'études franco-russe de Moscou,2024-06-20,https://ror.org/00zmdjj30
Instituto de investigación sanitaria y biomédica de Alicante,2024-06-20,https://ror.org/00zmnkx60
Interactions Hôtes-Pathogènes-Environnements,2024-06-20,https://ror.org/00zn13224
NUWC Newport Division,2024-06-20,https://ror.org/00zqysk61
Brain Tech Laboratory,2024-06-20,https://ror.org/01027m165
Service de Santé des Armées,2024-06-20,https://ror.org/0103yxp25
"Temps, espaces, langages, Europe méridionale, Méditerranée",2024-06-20,https://ror.org/010bhn875
Médecine Cardiovasculaire Translationnelle,2024-06-20,https://ror.org/010e21634
Laboratoire d'Annecy-le-Vieux de Physique Théorique,2024-06-20,https://ror.org/010hz2d37
Institut de Recherche sur les Composants logiciels et matériels pour l'Information et la Communication Avancée,2024-06-20,https://ror.org/010nk4c68
Laboratoire d’Économie et de Gestion de l'Ouest,2024-06-20,https://ror.org/010rve435
University of Belgrade – Faculty of Organizational Sciences,2024-06-20,https://ror.org/010xv5017
Toxalim Research Centre in Food Toxicology,2024-06-20,https://ror.org/0111a5077
Centre de Recherches sur la Cognition Animale,2024-06-20,https://ror.org/0111s2360
Tokyo Institute of Technology,2024-06-20,https://ror.org/0112mx960
Center for Research in Transplantation and Translational Immunology,2024-06-20,https://ror.org/01165k395
"Évolution, Génomes, Comportement, Écologie",2024-06-20,https://ror.org/011abem59
Département Mathématiques et Informatique Appliquées,2024-06-20,https://ror.org/011emb038
Laboratoire Méditerranéen de Préhistoire Europe Afrique,2024-06-20,https://ror.org/011gea244
"Archéologie, Terre, Histoire, Sociétés",2024-06-20,https://ror.org/011hdpx94
West Virginia University,2024-06-20,https://ror.org/011vxgd24
Montpellier Interdisciplinary center on Sustainable Agri-food systems: social and nutritional sciences,2024-06-20,https://ror.org/011xg1225
Institut de Chimie Moléculaire de l'Université de Bourgogne,2024-06-20,https://ror.org/011ygpb73
Telsy (Italy),2024-06-20,https://ror.org/0120za682
"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",2024-06-20,https://ror.org/01215r597
Centre Européen de Sociologie et de Science Politique,2024-06-20,https://ror.org/0121yvq70
"Département Sciences sociales, agriculture et alimentation, espace et environnement",2024-06-20,https://ror.org/012221e05
Centre d'Études Spatiales de la Biosphère,2024-06-20,https://ror.org/01225hq90
"Laboratoire Interuniversitaire Expérience, Ressources culturelles, Education",2024-06-20,https://ror.org/0127n6542
Universidad de Zaragoza,2024-06-20,https://ror.org/012a91z28
NSWC Indian Head,2024-06-20,https://ror.org/012ba0982
Centre de Mathématiques Appliquées,2024-06-20,https://ror.org/012e1xn46
Génétique Quantitative et Évolution Le Moulon,2024-06-20,https://ror.org/012fqzm33
Technologies pour la Santé,2024-06-20,https://ror.org/012hpz460
Agence française de lutte contre le dopage,2024-06-20,https://ror.org/012jstb87
University of Belgrade - Faculty of Special Education and Rehabilitation,2024-06-20,https://ror.org/012wmz893
Institut de Sciences des Matériaux de Mulhouse,2024-06-20,https://ror.org/012wxdw12
Laboratory for the Bioengineering of Tissues,2024-06-20,https://ror.org/012zmcc30
Fondation Nationale des Sciences Politiques,2024-06-20,https://ror.org/0132f3h08
Observatoire des sciences de l'Univers Paris-Centre Ecce Terra,2024-06-20,https://ror.org/01365h357
École Nationale Supérieure des Ingénieurs en Arts Chimiques et Technologiques,2024-06-20,https://ror.org/013948m30
Université Paris Sciences et Lettres,2024-06-20,https://ror.org/013cjyk83
Observatoire des Engarouines,2024-06-20,https://ror.org/013dgcw28
Pharmacologie et Transplantation,2024-06-20,https://ror.org/013dngs07
methodS in Patient-centered outcomes and HEalth ResEarch,2024-06-20,https://ror.org/013m8h627
Laboratoire Physiopathologie et Génétique du Neurone et du Muscle,2024-06-20,https://ror.org/013nhg483
Institut d'Électronique et des Technologies du numéRique,2024-06-20,https://ror.org/013q33h79
Vieillissement et Maladies Chroniques. Approches Epidémiologiques et de santé publique,2024-06-20,https://ror.org/013xzrn47
"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier",2024-06-20,https://ror.org/013yean28
Association Internationale de Géomagnétisme et d’Aéronomie,2024-06-20,https://ror.org/013ym9476
AERIS/ICARE Data and Services Center,2024-06-20,https://ror.org/013z99a51
Centre d’Études et de Recherche en Histoire culturelle,2024-06-20,https://ror.org/014g71345
Institut universitaire du cancer de Toulouse Oncopole,2024-06-20,https://ror.org/014hxhm89
Institut de Recherche et Débat sur la Gouvernance,2024-06-20,https://ror.org/014n62h48
Laboratoire des Matériaux et du Génie Physique,2024-06-20,https://ror.org/014n97s28
Laboratoire de Physico-Chimie de l'Atmosphère,2024-06-20,https://ror.org/014net767
Laboratoire de Psychologie et NeuroCognition,2024-06-20,https://ror.org/014p6mg26
Institut d'Astrophysique Spatiale,2024-06-20,https://ror.org/014p8mr66
Institut de Mathématiques de Toulouse,2024-06-20,https://ror.org/014vp6c30
Bordeaux Sciences Économiques,2024-06-20,https://ror.org/014vz2d20
Université d'Orléans,2024-06-20,https://ror.org/014zrew76
Hospices Civils de Lyon,2024-06-20,https://ror.org/01502ca60
University of Virginia,2024-06-20,https://ror.org/0153tk833
Institut de philosophie de Grenoble,2024-06-20,https://ror.org/01554y636
"Langages, Littératures, Sociétés. Études Transfrontalières et Internationales",2024-06-20,https://ror.org/0157h5t87
"Architecture Urbanisme Société : Savoirs, Enseignement, Recherche",2024-06-20,https://ror.org/0157t2j08
Infections Virales et Pathologie Comparée,2024-06-20,https://ror.org/015a85k79
Laboratoire des Solides Irradiés,2024-06-20,https://ror.org/015x8rz21
Association Francaise contre les Myopathies,2024-06-20,https://ror.org/0162y2387
Centre Régional d’Innovation et de Transferts Technologiques des Industries du Bois,2024-06-20,https://ror.org/016crzw98
Centre de recherches juridiques de l'Université de Franche-Comté,2024-06-20,https://ror.org/016cx2z26
Centre Hospitalier Universitaire de Nancy,2024-06-20,https://ror.org/016ncsr12
Sciences pour l'Environnement,2024-06-20,https://ror.org/016nwev19
Frédéric Joliot Institute for Life Sciences,2024-06-20,https://ror.org/016pnwd02
Laboratoire de Chimie Physique,2024-06-20,https://ror.org/016r2hq43
Zone Atelier Moselle,2024-06-20,https://ror.org/016vxbe23
Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,2024-06-20,https://ror.org/016wdna72
Laboratoire de Génétique Médicale,2024-06-20,https://ror.org/016wpzq40
Institut de Pharmacologie et de Biologie Structurale,2024-06-20,https://ror.org/016zvc994
Goddard Space Flight Center,2024-06-20,https://ror.org/0171mag52
Gouvernement de la République française,2024-06-20,https://ror.org/0172v8z89
"Institute of Physics, Bhubaneshwar",2024-06-20,https://ror.org/01741jv66
Conservatoire National des Arts et Métiers,2024-06-20,https://ror.org/0175hh227
Institut Supérieur de l'Électronique et du Numérique,2024-06-20,https://ror.org/017h2rd72
Laboratoire Procédés et Ingénierie en Mécanique et Matériaux,2024-06-20,https://ror.org/017jp7t31
Centre de Recherche et d'Etude en Droit et Science Politique,2024-06-20,https://ror.org/017k05f91
Matrice Extracellulaire et Dynamique Cellulaire MEDyC,2024-06-20,https://ror.org/017p6sq53
Laboratoire Population Environnement Développement,2024-06-20,https://ror.org/017qtjx43
Ministère de la Culture,2024-06-20,https://ror.org/017rnyz40
Nepal Academy of Tourism and Hotel Management,2024-06-20,https://ror.org/017yq1686
Laboratoire d'Électrotechnique et d'Électronique de Puissance de Lille,2024-06-20,https://ror.org/0186z1m53
National Institute for Health Research,2024-06-20,https://ror.org/0187kwz08
Centre de Biologie Structurale,2024-06-20,https://ror.org/0189yvq06
Immunologie et Nouveaux Concepts en Immunothérapie,2024-06-20,https://ror.org/018dfmm35
Histoire et critique des arts,2024-06-20,https://ror.org/018n13n96
"Laboratoire Analyse, Géométrie et Applications",2024-06-20,https://ror.org/018nzqy79
École nationale supérieure d'arts et métiers,2024-06-20,https://ror.org/018pp1107
Institut de Biologie systémique et synthétique,2024-06-20,https://ror.org/018r7pa17
Archéologie des Amériques,2024-06-20,https://ror.org/018sx6595
Centre d'Innovation des Technologies sans Contact,2024-06-20,https://ror.org/018sz1a42
"United Nations Educational, Scientific and Cultural Organization Afghanistan",2024-06-20,https://ror.org/018wzhc20
"COMETE - Mobilités : Vieillissement, pathologie, santé",2024-06-20,https://ror.org/018z38380
Université Sorbonne Paris Nord,2024-06-20,https://ror.org/0199hds37
Structure et Dynamique des Langues,2024-06-20,https://ror.org/019df2r84
Institut de Neurosciences des Systèmes,2024-06-20,https://ror.org/019kqby73
Institut de recherche sur l'éducation,2024-06-20,https://ror.org/019qdtz78
CentraleSupélec,2024-06-20,https://ror.org/019tcpt25
Université Côte d'Azur,2024-06-20,https://ror.org/019tgvf94
Laboratoire EcoSystèmes et Sociétés En Montagne,2024-06-20,https://ror.org/01a0ez112
Théoriser et Modéliser pour Aménager,2024-06-20,https://ror.org/01a0gpy77
ICT Research Institute,2024-06-20,https://ror.org/01a3g2z22
SPPIN - Saints-Pères Paris Institute for Neurosciences,2024-06-20,https://ror.org/01a4enz31
Institut de Neurosciences Cognitives et Intégratives d’Aquitaine,2024-06-20,https://ror.org/01a6zh966
University of Clermont Auvergne,2024-06-20,https://ror.org/01a8ajp46
Centre de recherche droit Dauphine,2024-06-20,https://ror.org/01ag91m47
"Autonomie, Gérontologie, E-santé, Imagerie et Société",2024-06-20,https://ror.org/01aj0bf86
Université catholique de lyon,2024-06-20,https://ror.org/01anhj553
Institut Supérieur pour l'Étude des Religions et de la Laïcité,2024-06-20,https://ror.org/01ap27310
"Informatique, Biologie Intégrative et Systèmes Complexes",2024-06-20,https://ror.org/01aqxgr98
Académie Nationale de Médecine,2024-06-20,https://ror.org/01b266018
Laboratoire des Sciences de l'Ingénieur pour l'Environnement,2024-06-20,https://ror.org/01b2epx09
CIRED,2024-06-20,https://ror.org/01b436806
"Intégrité du génome, ARN et cancer",2024-06-20,https://ror.org/01b5rtm37
Université de Bretagne Occidentale,2024-06-20,https://ror.org/01b8h3982
"Fédération Francilienne de Mécanique - Matériaux, Structures, Procédés",2024-06-20,https://ror.org/01bbf9m56
Observatoire de Physique du Globe de Clermont-Ferrand,2024-06-20,https://ror.org/01bch8q67
Laboratoire de Biologie Moléculaire de la Cellule,2024-06-20,https://ror.org/01bj4fd12
Laboratoire de Photonique Quantique et Moléculaire,2024-06-20,https://ror.org/01bn5c048
Centre d’Investigation Clinique Innovation Technologique de Nancy,2024-06-20,https://ror.org/01bpj7k68
University of Belgrade – Technical Faculty in Bor,2024-06-20,https://ror.org/01bqt7532
"Cultures, Environnements, Arctique, Représentations, Climat",2024-06-20,https://ror.org/01bt3e159
Enveloppes fluides : de la ville à l'exobiologie,2024-06-20,https://ror.org/01bzdp563
Centre de Microbiologie du Sol et de l'Environnement,2024-06-20,https://ror.org/01c2t8448
Groupe de Recherche sur l'Alcool et les Pharmacodépendances,2024-06-20,https://ror.org/01c62av11
Laboratoire de Biochimie,2024-06-20,https://ror.org/01c6vgf77
VetAgro Sup,2024-06-20,https://ror.org/01c7wz417
Laboratoire d'Informatique de Grenoble,2024-06-20,https://ror.org/01c8rcg82
ARNA - Acides nucléiques: Régulations naturelles et artificielles,2024-06-20,https://ror.org/01cbgsf04
Chimie de la Matière Complexe,2024-06-20,https://ror.org/01cgac405
Connaissance & Intelligence Artificielle Distribuées,2024-06-20,https://ror.org/01ch21j41
Centre Léon Bérard,2024-06-20,https://ror.org/01cmnjq37
Cibles et Médicaments des Infections et de l'Immunité,2024-06-20,https://ror.org/01cqd9q31
Institut de Recherche sur les ArchéoMATériaux,2024-06-20,https://ror.org/01cw28e72
Centre de Recherche en Neurobiologie - Neurophysiologie de Marseille,2024-06-20,https://ror.org/01cy4tj56
Institute for the Application of Nuclear Energy,2024-06-20,https://ror.org/01d1g0t67
Ceralink (United States),2024-06-20,https://ror.org/01db2yn10
Laboratoire Agronomie et Environnement,2024-06-20,https://ror.org/01dg9a450
École Européenne Supérieure de l'Image,2024-06-20,https://ror.org/01dn7gg32
Laboratoire Architecture Ville Urbanisme Environnement,2024-06-20,https://ror.org/01dqmj897
Nakhchivan University,2024-06-20,https://ror.org/01dqrx648
Polish Academy of Sciences,2024-06-20,https://ror.org/01dr6c206
Laboratoire d'Immunologie et d'Immunothérapie des Cancers,2024-06-20,https://ror.org/01ds1xe75
Institute for Research Information and Quality Assurance,2024-06-20,https://ror.org/01dt8cc51
Epidémiosurveillance et circulation des parasites dans les environnements,2024-06-20,https://ror.org/01dthb180
Region Zealand,2024-06-20,https://ror.org/01dtyv127
Laboratoire Interdisciplinaire de Recherche en Innovations Sociétales,2024-06-20,https://ror.org/01dyfj824
Centre de Génétique Médicale de Marseille,2024-06-20,https://ror.org/01e4wd589
Département Environnement et Agronomie,2024-06-20,https://ror.org/01e7wth34
Laboratoire Sols et Environnement,2024-06-20,https://ror.org/01e8etd40
United Nations Economic and Social Council,2024-06-20,https://ror.org/01eb8ek77
Imagerie et Cerveau,2024-06-20,https://ror.org/01eem7c55
University of Regensburg,2024-06-20,https://ror.org/01eezs655
Clinique de l'Acte et PSychosexualité,2024-06-20,https://ror.org/01egbmk61
Maison méditerranéenne des sciences de l'Homme,2024-06-20,https://ror.org/01ejp3f31
institut Camille-Jordan,2024-06-20,https://ror.org/01ekw7f87
Laboratoire Traitement du Signal et de l'Image,2024-06-20,https://ror.org/01f1amm71
Centre d'Etudes des Maladies Infectieuses et Pharmacologie Anti-Infectieuse,2024-06-20,https://ror.org/01f5c5978
Osol Aldeen University College,2024-06-20,https://ror.org/01f5p1809
École Nationale d'Ingénieurs de Tarbes,2024-06-20,https://ror.org/01fdvj254
Institut de Biologie Intégrative de la Cellule,2024-06-20,https://ror.org/01fftxe08
Universidad Autónoma de Nuevo León,2024-06-20,https://ror.org/01fh86n78
École Nationale Supérieure d'Ingénieurs de Caen,2024-06-20,https://ror.org/01fpqqe90
Université de Pau et des Pays de l'Adour,2024-06-20,https://ror.org/01frn9647
Centre CEA de Saclay,2024-06-20,https://ror.org/01fv25t22
Laboratoire Dynamique du Langage,2024-06-20,https://ror.org/01fvx3s14
École Nationale de la Statistique et de l'Administration Économique,2024-06-20,https://ror.org/01fz7mn40
Institut Pluridisciplinaire Hubert Curien,2024-06-20,https://ror.org/01g3mb532
Laboratoire d’Etudes du Rayonnement et de la Matière en Astrophysique et Atmosphères,2024-06-20,https://ror.org/01g5pq328
Laboratoire Catalyse et Spectrochimie,2024-06-20,https://ror.org/01gan4k05
Centre Roland Mousnier,2024-06-20,https://ror.org/01gapzp55
Canadian Institutes of Health Research,2024-06-20,https://ror.org/01gavpb45
Dynamique des Génomes et Adaptation Microbienne,2024-06-20,https://ror.org/01gbppd30
"Laboratoire de Glycochimie, des Antimicrobiens et des Agroressources",2024-06-20,https://ror.org/01gje7n16
Observatoire de Haute-Provence,2024-06-20,https://ror.org/01gtjxz83
CICERO Center for International Climate Research,2024-06-20,https://ror.org/01gw5dy53
Université de Picardie Jules Verne,2024-06-20,https://ror.org/01gyxrk03
École Nationale Supérieure de Chimie de Rennes,2024-06-20,https://ror.org/01h0ffh48
Groupe de Recherches Sociologiques sur les sociétés Contemporaines,2024-06-20,https://ror.org/01h67hk15
Institut National des Sciences Appliquées de Toulouse,2024-06-20,https://ror.org/01h8pf755
Framatome (Germany),2024-06-20,https://ror.org/01hfye903
Centre d'Études et de Recherches sur le Développement International,2024-06-20,https://ror.org/01hg13988
Max Planck Society,2024-06-20,https://ror.org/01hhn8329
Laboratoire de Biotechnologies Végétales Appliquées aux Plantes Aromatiques et Médicinales,2024-06-20,https://ror.org/01j6cta96
"Histoire, Archéologie et Littérature des Mondes Anciens",2024-06-20,https://ror.org/01ja5aj48
International Union of Geodesy and Geophysics,2024-06-20,https://ror.org/01jachm79
Conseil International pour l'Information Scientifique et Technique,2024-06-20,https://ror.org/01jbdvx51
Institut de Biologie Moléculaire des Plantes,2024-06-20,https://ror.org/01jm8fn98
École Nationale Supérieure d'Architecture de Nantes,2024-06-20,https://ror.org/01jq57122
Centre de Formation et de Recherche sur les Environnements Méditerranéens,2024-06-20,https://ror.org/01jt5ms28
World Glacier Monitoring Service,2024-06-20,https://ror.org/01jtrvx49
Laboratoire de Mécanique Paris-Saclay,2024-06-20,https://ror.org/01jv2ft75
Virologie et Immunologie Moléculaires,2024-06-20,https://ror.org/01jvz7e61
Centre d'Énergétique et de Thermique de Lyon,2024-06-20,https://ror.org/01k383v05
Institut de recherches philosophiques de Lyon,2024-06-20,https://ror.org/01k6ebg12
National University of General Sarmiento,2024-06-20,https://ror.org/01k6h2m87
Centre Émile Durkheim,2024-06-20,https://ror.org/01k7w0p97
TU Dortmund University,2024-06-20,https://ror.org/01k97gp34
Arts: pratiques et poétiques,2024-06-20,https://ror.org/01k9kg969
The Enteric Nervous System in Gut and Brain Disorders,2024-06-20,https://ror.org/01kbkse74
Flinders University,2024-06-20,https://ror.org/01kpzv902
"Laboratoire Angevin de Mécanique, Procédés et InnovAtion",2024-06-20,https://ror.org/01ks4c961
Agence Nationale de Recherches sur le Sida et les Hépatites Virales,2024-06-20,https://ror.org/01kv58h76
Direction des Services de la Navigation Aérienne,2024-06-20,https://ror.org/01kvhwz50
Fédération de Recherche FCLAB,2024-06-20,https://ror.org/01kvxx237
Centre d’études en sciences sociales du religieux,2024-06-20,https://ror.org/01kysxr05
Laboratoire de Neurosciences Cognitives et Adaptatives,2024-06-20,https://ror.org/01m71e459
"Laboratoire d'électronique, systèmes de communication et microsystèmes",2024-06-20,https://ror.org/01m83bk32
Université Rennes 2,2024-06-20,https://ror.org/01m84wm78
Organisation de Micro-Electronique Générale Avancée,2024-06-20,https://ror.org/01mbkbh33
IVL Swedish Environmental Research Institute,2024-06-20,https://ror.org/01mbsxc64
Center for Risk-Based Community Resilience Planning,2024-06-20,https://ror.org/01me7wg25
Banner MD Anderson Cancer Center at Banner North Colorado Medical Center,2024-06-20,https://ror.org/01mjckp83
Czech Association of Doctoral Researchers,2024-06-20,https://ror.org/01ms53j39
Le Mans Université,2024-06-20,https://ror.org/01mtcc283
Centre de Résonance Magnétique des Systèmes Biologiques,2024-06-20,https://ror.org/01mts2g59
Centre Interdisciplinaire de Recherche en Biologie,2024-06-20,https://ror.org/01mvzn566
Vietnamese Academy of Forest Sciences,2024-06-20,https://ror.org/01mywhy53
UMR QualiSud,2024-06-20,https://ror.org/01nfvkq89
Max-Planck-Institut für Nachhaltige Materialien,2024-06-20,https://ror.org/01ngpvg12
"Temps, Mondes, Sociétés",2024-06-20,https://ror.org/01nhp3z94
Service Hydrographique et Océanographique de la Marine,2024-06-20,https://ror.org/01nre9703
GDR NBODY : Problème quantique à N corps en chimie et physique,2024-06-20,https://ror.org/01nrtdp55
Institut de Chimie de la Matière Condensée de Bordeaux,2024-06-20,https://ror.org/01nw6qk38
Laboratoire d'Étude des Microstructures et de Mécanique des Matériaux,2024-06-20,https://ror.org/01nyrrx14
Research Centre Inria Sophia Antipolis - Méditerranée,2024-06-20,https://ror.org/01nzkaw91
Institute of Applied Computing & Community Code,2024-06-20,https://ror.org/01p38cj84
Géographie de l'environnement,2024-06-20,https://ror.org/01p4g5p84
Brazilian Synchrotron Light Laboratory,2024-06-20,https://ror.org/01p6gzq21
Groupe des Écoles Nationales d'Économie et Statistique,2024-06-20,https://ror.org/01p6yxw64
Paris-Saclay Applied Economics,2024-06-20,https://ror.org/01p9mtd45
Centre de Recherche et d’Enseignement de Géosciences de l’Environnement,2024-06-20,https://ror.org/01pa4h393
Centre Maurice-Halbwachs,2024-06-20,https://ror.org/01paa1e42
Issyk-Kul State University,2024-06-20,https://ror.org/01pb8rp31
Universidad Politécnica de Guanajuato,2024-06-20,https://ror.org/01pb9t810
Maison des sciences de l'homme Lorraine,2024-06-20,https://ror.org/01petg633
French National Agency for Water and Aquatic Environments,2024-06-20,https://ror.org/01pf7nz88
VF Calibration Laboratory (Czechia),2024-06-20,https://ror.org/01pkecw43
Isesaki Municipal Hospital,2024-06-20,https://ror.org/01prhkj58
"Pôle de Recherche Francophonies, Interculturel, Communication, Sociolinguistique",2024-06-20,https://ror.org/01pxcyx49
McGill University,2024-06-20,https://ror.org/01pxwe438
Centre des Matériaux,2024-06-20,https://ror.org/01q5ge486
Institut Écologie et Environnement,2024-06-20,https://ror.org/01q76b368
Délégation Régionale Grand Ouest,2024-06-20,https://ror.org/01qa4rf46
"Lasers, Plasmas et Procédés Photoniques",2024-06-20,https://ror.org/01qfjp710
Université de Technologie de Troyes,2024-06-20,https://ror.org/01qhqcj41
Intergovernmental Oceanographic Commission of UNESCO,2024-06-20,https://ror.org/01qk7v094
Centre de Recherches Sociologiques sur le Droit et les Institutions Pénales,2024-06-20,https://ror.org/01qm1tk92
Paris School of Economics,2024-06-20,https://ror.org/01qtp1053
Institute for Philosophy and Social Theory,2024-06-20,https://ror.org/01qvhcs77
"Laboratoire Mathématiques, Image et Applications",2024-06-20,https://ror.org/01r0cs760
Replication des chromosomes eucaryotes et ses points de contrôle,2024-06-20,https://ror.org/01r19bq53
University of Ghana,2024-06-20,https://ror.org/01r22mr83
Laboratoire Hydrazines et Composés Energétiques Polyazotés,2024-06-20,https://ror.org/01racwh88
"Laboratoire Interdisciplinaire de Recherches ""Sociétés, Sensibilités, Soin""",2024-06-20,https://ror.org/01rb31945
University of Belgrade - Faculty of Mining and Geology,2024-06-20,https://ror.org/01rf1sn88
Laboratoire de Psychologie Cognitive,2024-06-20,https://ror.org/01rf5x574
"Institut thématique Génétique, génomique et bioinformatique",2024-06-20,https://ror.org/01rfstj90
Université de Lyon,2024-06-20,https://ror.org/01rk35k63
Matériaux Ingénierie et Science,2024-06-20,https://ror.org/01rnfhz46
Franciscan School of Theology,2024-06-20,https://ror.org/01rt7wc31
Institut de Recherche en Informatique de Toulouse,2024-06-20,https://ror.org/01rx4qw44
Centre de Recherches Critiques sur le Droit,2024-06-20,https://ror.org/01rzzcx32
Institut Agro Rennes-Angers,2024-06-20,https://ror.org/01s3fs709
Institute of Chemical Physics NAS RA,2024-06-20,https://ror.org/01s3m0650
"Laboratoire d'Ecophysiologie Végétale, Agronomie & nutritions N.C.S",2024-06-20,https://ror.org/01s4cye48
Délégation Régionale Provence-Alpes-Côte d’Azur et Corse,2024-06-20,https://ror.org/01s8rwd67
University of Delaware,2024-06-20,https://ror.org/01sbq1a82
Centre de Recherches sur la Cognition et l'Apprentissage,2024-06-20,https://ror.org/01sdp1y98
Institute for High Energy Physics,2024-06-20,https://ror.org/01sdrjx85
Caisse des Dépôts et Consignations,2024-06-20,https://ror.org/01set1758
Microscopie Fonctionnelle du Vivant,2024-06-20,https://ror.org/01sgwka45
Innovations thérapeutiques et résistances,2024-06-20,https://ror.org/01shz5j60
"AGroecologies, Innovations & Ruralities",2024-06-20,https://ror.org/01sjmsj73
"CIMEOS - Communications, Médiations, Organisations, Savoirs",2024-06-20,https://ror.org/01ssxvy26
"Laboratoire Structures, Propriétés et Modélisation des Solides",2024-06-20,https://ror.org/01t05f005
Institut de Recherche sur le Cancer et le Vieillissement de Nice,2024-06-20,https://ror.org/01td3kv81
Laboratoire de Biochimie,2024-06-20,https://ror.org/01thw2g46
Universidad Nacional de La Plata,2024-06-20,https://ror.org/01tjs6929
"Performance Santé, Métrologie, Société",2024-06-20,https://ror.org/01tme4g53
InBio: Experimental and Computational Methods for Modeling Cellular Processes,2024-06-20,https://ror.org/01tnxwc41
Centre Technique du Papier,2024-06-20,https://ror.org/01trpqt29
Environnements et Paléoenvironnements Océaniques et Continentaux,2024-06-20,https://ror.org/01tsa0x55
Center for Statistics and Applications in Forensic Evidence,2024-06-20,https://ror.org/01txfgz53
Délégation Centre-Est,2024-06-20,https://ror.org/01tz1zp46
Tavria State Agrotechnological University,2024-06-20,https://ror.org/01v2hty12
Institut de Recherche de l’École Navale,2024-06-20,https://ror.org/01v6shv96
Centre Bretagne-Normandie,2024-06-20,https://ror.org/01v6wmk25
Observatoire Radioastronomique de Nançay,2024-06-20,https://ror.org/01vqrde47
"Laboratoire de Mécanique, Modélisation & Procédés Propres",2024-06-20,https://ror.org/01vrxpt40
Génétique et biologie du développement,2024-06-20,https://ror.org/01vrz7264
Building Blocks for Future Electronics Laboratory,2024-06-20,https://ror.org/01w108f05
Couplage Multi-physiques et Multi-échelles en mécanique géo-environnemental,2024-06-20,https://ror.org/01w1erp60
"Light, nanomaterials, nanotechnologies",2024-06-20,https://ror.org/01waxag60
Institut National de Recherche en Sciences et Technologies pour l'Environnement et l'Agriculture,2024-06-20,https://ror.org/01wep6g48
Ministère des Solidarités et de la Santé,2024-06-20,https://ror.org/01wp0c315
European X-Ray Free-Electron Laser,2024-06-20,https://ror.org/01wp2jz98
Institut Jean-Pierre Bourgin,2024-06-20,https://ror.org/01wqd6v19
Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergentes,2024-06-20,https://ror.org/01ws78v34
Maladies Rares: Génétique et Métabolisme,2024-06-20,https://ror.org/01wvg5605
Institut des Géosciences de l'Environnement,2024-06-20,https://ror.org/01wwcfa26
AgroResonance Platform,2024-06-20,https://ror.org/01wzg9f04
Institut National de la Recherche Agronomique,2024-06-20,https://ror.org/01x3gbx83
Approches contemporaines de la création et de la réflexion artistiques,2024-06-20,https://ror.org/01x3qz996
Maladies rénales fréquentes et rares : des mécanismes moléculaires à la médecine personnalisée,2024-06-20,https://ror.org/01x3ydm75
École Centrale de Lille,2024-06-20,https://ror.org/01x441g73
Fédération de Recherche Spectroscopies de Photoémission,2024-06-20,https://ror.org/01x6z5t49
Unité Mixte de Recherche sur les Fromages,2024-06-20,https://ror.org/01xbd2h58
Laboratoire de Conception Fabrication Commande,2024-06-20,https://ror.org/01xd0ys45
Sécurité et Qualité des Produits d'Origine Végétale,2024-06-20,https://ror.org/01xdxaz62
Laboratoire de Mathématiques de Reims,2024-06-20,https://ror.org/01xkfnd03
Centre de Recherche de Biochimie Macromoléculaire,2024-06-20,https://ror.org/01xpc6869
University of Oslo,2024-06-20,https://ror.org/01xtthb56
Nuclear Energy Agency,2024-06-20,https://ror.org/01xy6f245
Institut de Recherche contre les Cancers de l’Appareil Digestif,2024-06-20,https://ror.org/01xyqts46
Acanits,2024-06-20,https://ror.org/01y05p716
University of Belgrade - Faculty of Agriculture,2024-06-20,https://ror.org/01y343k91
Groupement de Recherche et d'Études en Gestion d’HEC,2024-06-20,https://ror.org/01y766z47
Synchrotron soleil,2024-06-20,https://ror.org/01ydb3330
"Centre Procédés, Energies Renouvelables et Systèmes Energétiques",2024-06-20,https://ror.org/01ydp2x12
Office National des Forêts,2024-06-20,https://ror.org/01yekza56
Laboratoire Aménagement Économie Transports,2024-06-20,https://ror.org/01yw97595
Histoire et Sources des Mondes Antiques,2024-06-20,https://ror.org/01yx7av22
École Nationale Supérieure d'Architecture de Grenoble,2024-06-20,https://ror.org/01yxtfe92
Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés,2024-06-20,https://ror.org/01yypjb30
Genomics and Biotechnology of the Fruits Laboratory,2024-06-20,https://ror.org/01z0xsq42
Wiawso College of Education,2024-06-20,https://ror.org/01z1ame92
UMR Espace-Dev,2024-06-20,https://ror.org/01z485314
Agence d'Aide à la Coopération Technique Et au Développement,2024-06-20,https://ror.org/01z4wn485
Écologie Fonctionnelle et Écotoxicologie des Agroécosystèmes,2024-06-20,https://ror.org/01z6yh944
Immunité et Cancer,2024-06-20,https://ror.org/01zefvs55
TéSA,2024-06-20,https://ror.org/01zgcd031
Centre d'Acquisition et de Traitement des Images,2024-06-20,https://ror.org/01zprwd36
Universidad de Ixtlahuaca CUI,2024-06-20,https://ror.org/01zwq9p88
Signatope GmbH (Germany),2024-06-20,https://ror.org/01zzsqn40
S. U. Umarov Physical-Technical Institute,2024-06-20,https://ror.org/02004hr86
